TransactionID,UserID,CourseID,TeacherID,UserName,Age_x,Gender_x,Email,CourseName,CourseCategory,CourseLevel,CourseRating,TeacherName,Age_y,Gender_y,Expertise,YearsOfExperience,TeacherRating
TR01252,U01507,C0077,T0050,aboyd,18,Female,dramos@yahoo.com,Course_77,Design,Advanced,4.36,Teacher_50,50,Female,Programming,20,3.91
TR01253,U01248,C0041,T0035,pleon,16,Male,andrebenson@hotmail.com,Course_41,Programming,Intermediate,3.88,Teacher_35,50,Female,Design,22,3.98
TR01254,U01856,C0130,T0024,cohenlauren,27,Male,michaeljones@outlook.com,Course_130,Marketing,Beginner,3.15,Teacher_24,40,Male,Design,26,4.04
TR01255,U00874,C0037,T0088,daniel14,25,Male,webbalexander@yahoo.com,Course_37,Business,Advanced,3.83,Teacher_88,57,Male,Marketing,1,3.48
TR01256,U02521,C0173,T0017,virginiamckee,25,Male,danielvasquez@hotmail.com,Course_173,Business,Beginner,3.64,Teacher_17,45,Female,Data Science,28,3.97
TR01257,U01429,C0176,T0040,bonniegreen,31,Female,ijones@hotmail.com,Course_176,Design,Beginner,4.31,Teacher_40,32,Male,Business,8,3.45
TR01258,U02350,C0024,T0074,matthew42,31,Female,melinda98@outlook.com,Course_24,Data Science,Intermediate,3.94,Teacher_74,48,Male,Marketing,12,3.3
TR01259,U02279,C0099,T0066,nmcdonald,29,Female,lisa39@gmail.com,Course_99,Programming,Intermediate,3.65,Teacher_66,39,Female,Business,26,4.06
TR01260,U01755,C0150,T0044,andrewskelly,26,Female,michellereyes@outlook.com,Course_150,Data Science,Intermediate,4.53,Teacher_44,28,Female,Marketing,12,3.22
TR01261,U00923,C0100,T0023,scott83,29,Female,nataliejackson@gmail.com,Course_100,Design,Advanced,3.3,Teacher_23,52,Male,Programming,25,3.79
TR01262,U02985,C0139,T0006,maynardlisa,35,Male,todd45@yahoo.com,Course_139,Design,Beginner,3.69,Teacher_6,47,Male,Programming,13,3.47
TR01263,U02160,C0058,T0066,brenda07,21,Female,emily02@yahoo.com,Course_58,Business,Beginner,3.73,Teacher_66,39,Female,Business,26,4.06
TR01264,U01037,C0174,T0021,jeremy46,32,Female,wyatt99@gmail.com,Course_174,Business,Advanced,3.88,Teacher_21,49,Male,Programming,22,4.37
TR01265,U01417,C0029,T0119,katherinehaynes,26,Female,stephaniemartin@hotmail.com,Course_29,Programming,Intermediate,3.92,Teacher_119,46,Male,Programming,7,2.6
TR01266,U02548,C0163,T0120,stephenclark,25,Male,ctaylor@gmail.com,Course_163,Programming,Beginner,3.98,Teacher_120,52,Female,Marketing,4,2.98
TR01267,U02980,C0143,T0035,yodonnell,27,Male,richard69@hotmail.com,Course_143,Programming,Beginner,4.09,Teacher_35,50,Female,Design,22,3.98
TR01268,U02646,C0060,T0113,judygomez,26,Male,bishopcalvin@hotmail.com,Course_60,Marketing,Intermediate,3.73,Teacher_113,47,Male,Business,12,3.66
TR01269,U02282,C0095,T0029,xwalsh,25,Female,amy33@outlook.com,Course_95,Business,Advanced,4.46,Teacher_29,33,Female,Programming,22,3.56
TR01270,U02650,C0042,T0007,jared54,29,Female,john08@hotmail.com,Course_42,Data Science,Intermediate,3.86,Teacher_7,35,Female,Data Science,20,4.1
TR01271,U00314,C0043,T0093,tgonzalez,19,Female,carmen64@gmail.com,Course_43,Programming,Advanced,2.65,Teacher_93,51,Male,Programming,22,3.73
TR01272,U02614,C0074,T0053,caldwelljill,30,Female,pamelagutierrez@yahoo.com,Course_74,Business,Advanced,4.88,Teacher_53,38,Male,Design,23,3.97
TR01273,U02257,C0177,T0037,mariecastillo,19,Female,jamesrogers@hotmail.com,Course_177,Marketing,Intermediate,4.09,Teacher_37,44,Male,Programming,28,3.68
TR01274,U01998,C0192,T0023,christopher36,23,Male,courtney73@outlook.com,Course_192,Marketing,Beginner,4.53,Teacher_23,52,Male,Programming,25,3.79
TR01275,U01038,C0160,T0097,tanya50,33,Male,lunajuan@hotmail.com,Course_160,Data Science,Intermediate,3.95,Teacher_97,38,Female,Programming,12,3.56
TR01276,U01657,C0064,T0008,lopezjesse,22,Female,sgreen@yahoo.com,Course_64,Marketing,Beginner,4.75,Teacher_8,35,Female,Programming,1,2.6
TR01277,U02635,C0002,T0076,amberjones,16,Male,erobertson@yahoo.com,Course_2,Design,Advanced,4.94,Teacher_76,41,Female,Design,1,2.86
TR01278,U01779,C0152,T0110,sarahtrujillo,31,Male,jeremy60@yahoo.com,Course_152,Business,Advanced,5.0,Teacher_110,56,Male,Programming,14,3.75
TR01279,U01015,C0066,T0048,coledennis,29,Male,browndavid@outlook.com,Course_66,Design,Advanced,4.55,Teacher_48,53,Female,Business,6,3.53
TR01280,U01094,C0166,T0010,davidmolina,30,Male,mark40@hotmail.com,Course_166,Design,Advanced,4.91,Teacher_10,48,Female,Design,14,3.47
TR01281,U01125,C0031,T0079,sandracruz,32,Female,judyowen@hotmail.com,Course_31,Data Science,Intermediate,3.49,Teacher_79,59,Male,Programming,1,3.11
TR01282,U00698,C0115,T0117,petersonkaren,32,Female,sanchezlawrence@outlook.com,Course_115,Marketing,Advanced,3.82,Teacher_117,56,Male,Business,16,3.28
TR01283,U02180,C0026,T0024,mhuerta,31,Female,turneralexandra@gmail.com,Course_26,Business,Advanced,4.55,Teacher_24,40,Male,Design,26,4.04
TR01284,U01405,C0029,T0090,amandamoore,35,Male,vbrown@outlook.com,Course_29,Programming,Intermediate,3.92,Teacher_90,48,Male,Marketing,29,3.92
TR01285,U01156,C0195,T0047,roblesjeremy,30,Male,lauriedavies@hotmail.com,Course_195,Design,Advanced,4.01,Teacher_47,28,Female,Data Science,4,3.07
TR01286,U01044,C0078,T0106,kwhite,31,Female,jeffreybell@hotmail.com,Course_78,Programming,Beginner,3.44,Teacher_106,39,Female,Business,28,3.7
TR01287,U01930,C0025,T0053,kelleyphillip,28,Female,caleb45@yahoo.com,Course_25,Data Science,Intermediate,4.03,Teacher_53,38,Male,Design,23,3.97
TR01288,U02584,C0048,T0039,hobbstonya,20,Male,walkerandrea@outlook.com,Course_48,Programming,Intermediate,4.56,Teacher_39,31,Male,Design,1,3.26
TR01289,U01014,C0065,T0067,jessicalong,17,Male,stevenperez@yahoo.com,Course_65,Marketing,Beginner,2.67,Teacher_67,25,Male,Data Science,23,3.76
TR01290,U00227,C0181,T0066,victoria90,23,Male,alyssahoward@gmail.com,Course_181,Business,Beginner,4.28,Teacher_66,39,Female,Business,26,4.06
TR01291,U01829,C0067,T0006,walkerlisa,27,Male,deannaoconnor@yahoo.com,Course_67,Programming,Beginner,4.62,Teacher_6,47,Male,Programming,13,3.47
TR01292,U01493,C0090,T0021,lmatthews,18,Female,zoconnor@hotmail.com,Course_90,Data Science,Beginner,4.31,Teacher_21,49,Male,Programming,22,4.37
TR01293,U00822,C0146,T0073,iweber,35,Female,allenjason@gmail.com,Course_146,Design,Beginner,3.3,Teacher_73,32,Female,Design,9,3.05
TR01294,U02024,C0137,T0074,paulmccullough,24,Female,brentjohnson@yahoo.com,Course_137,Marketing,Beginner,3.08,Teacher_74,48,Male,Marketing,12,3.3
TR01295,U00871,C0038,T0036,harrisangel,26,Male,rebecca41@gmail.com,Course_38,Business,Advanced,4.83,Teacher_36,26,Male,Business,11,3.56
TR01296,U02453,C0087,T0003,mharris,29,Female,zking@outlook.com,Course_87,Business,Intermediate,3.82,Teacher_3,32,Male,Design,7,3.72
TR01297,U02250,C0149,T0105,cherylwheeler,19,Female,angelavaughn@hotmail.com,Course_149,Programming,Intermediate,3.51,Teacher_105,39,Female,Data Science,14,3.5
TR01298,U02086,C0065,T0088,xrussell,30,Male,oduran@outlook.com,Course_65,Marketing,Beginner,2.67,Teacher_88,57,Male,Marketing,1,3.48
TR01299,U02990,C0149,T0086,timothy15,22,Male,kingtodd@gmail.com,Course_149,Programming,Intermediate,3.51,Teacher_86,36,Female,Programming,13,3.37
TR01300,U01796,C0027,T0113,catherinegonzales,15,Male,paul98@hotmail.com,Course_27,Marketing,Intermediate,3.15,Teacher_113,47,Male,Business,12,3.66
TR01301,U00188,C0106,T0078,robertsedward,18,Male,wschmidt@gmail.com,Course_106,Design,Beginner,4.85,Teacher_78,59,Male,Programming,26,3.94
TR01302,U01081,C0123,T0042,unewman,26,Female,brianbush@gmail.com,Course_123,Business,Beginner,4.01,Teacher_42,38,Female,Business,28,3.97
TR01303,U00941,C0198,T0045,riceemily,20,Female,michael80@gmail.com,Course_198,Programming,Advanced,3.74,Teacher_45,26,Male,Data Science,5,3.33
TR01304,U02321,C0044,T0044,bberger,26,Female,johnstonkimberly@yahoo.com,Course_44,Business,Advanced,3.97,Teacher_44,28,Female,Marketing,12,3.22
TR01305,U02631,C0100,T0091,sandrawood,23,Male,brad59@yahoo.com,Course_100,Design,Advanced,3.3,Teacher_91,59,Male,Business,7,3.23
TR01306,U02564,C0028,T0033,johnwallace,19,Female,nicoleperez@yahoo.com,Course_28,Marketing,Advanced,4.76,Teacher_33,38,Male,Design,6,3.47
TR01307,U00526,C0173,T0060,dunndeborah,24,Male,dudleyaaron@outlook.com,Course_173,Business,Beginner,3.64,Teacher_60,40,Male,Design,10,3.96
TR01308,U00336,C0017,T0086,milescaitlin,19,Male,starkmargaret@yahoo.com,Course_17,Business,Intermediate,3.6,Teacher_86,36,Female,Programming,13,3.37
TR01309,U02746,C0127,T0093,lindseypatrick,28,Male,stephen55@outlook.com,Course_127,Business,Intermediate,4.1,Teacher_93,51,Male,Programming,22,3.73
TR01310,U01079,C0123,T0083,jeffreyallen,21,Male,buckkevin@gmail.com,Course_123,Business,Beginner,4.01,Teacher_83,31,Female,Marketing,16,3.1
TR01311,U02548,C0168,T0083,stephenclark,25,Male,ctaylor@gmail.com,Course_168,Design,Beginner,3.72,Teacher_83,31,Female,Marketing,16,3.1
TR01312,U02948,C0131,T0070,ashleykirby,33,Male,zacharyhopkins@gmail.com,Course_131,Data Science,Intermediate,4.51,Teacher_70,33,Female,Design,26,3.66
TR01313,U02814,C0076,T0109,brianlove,27,Female,holly35@gmail.com,Course_76,Data Science,Advanced,4.64,Teacher_109,56,Female,Data Science,17,4.0
TR01314,U02584,C0194,T0083,hobbstonya,20,Male,walkerandrea@outlook.com,Course_194,Programming,Beginner,4.34,Teacher_83,31,Female,Marketing,16,3.1
TR01315,U00162,C0046,T0077,charlesayala,26,Male,kmyers@gmail.com,Course_46,Marketing,Intermediate,4.35,Teacher_77,32,Male,Business,26,3.62
TR01316,U00594,C0158,T0026,gsims,20,Male,williamsjeremy@outlook.com,Course_158,Marketing,Advanced,4.06,Teacher_26,27,Male,Marketing,22,3.55
TR01317,U01939,C0069,T0086,wayne63,35,Male,townsenddonald@yahoo.com,Course_69,Data Science,Intermediate,3.83,Teacher_86,36,Female,Programming,13,3.37
TR01318,U02207,C0137,T0021,sandramarshall,33,Female,crystalroberts@outlook.com,Course_137,Marketing,Beginner,3.08,Teacher_21,49,Male,Programming,22,4.37
TR01319,U00060,C0085,T0100,albert28,26,Male,stephanie43@yahoo.com,Course_85,Marketing,Intermediate,4.36,Teacher_100,29,Female,Programming,19,3.75
TR01320,U02963,C0011,T0120,nliu,18,Female,walshsabrina@gmail.com,Course_11,Marketing,Intermediate,5.0,Teacher_120,52,Female,Marketing,4,2.98
TR01321,U01902,C0069,T0002,parsonskathryn,30,Female,charlesbrown@gmail.com,Course_69,Data Science,Intermediate,3.83,Teacher_2,39,Female,Business,26,3.49
TR01322,U02259,C0099,T0047,barbaramccoy,32,Female,toddnelson@gmail.com,Course_99,Programming,Intermediate,3.65,Teacher_47,28,Female,Data Science,4,3.07
TR01323,U00406,C0091,T0108,miranda71,33,Male,markguerrero@gmail.com,Course_91,Data Science,Beginner,4.3,Teacher_108,37,Male,Data Science,15,3.65
TR01324,U00664,C0194,T0030,lopezashley,17,Male,jeremy21@outlook.com,Course_194,Programming,Beginner,4.34,Teacher_30,42,Male,Business,17,3.82
TR01325,U01133,C0159,T0027,mlee,35,Female,robertsalexander@outlook.com,Course_159,Programming,Advanced,5.0,Teacher_27,31,Female,Business,26,3.8
TR01326,U01100,C0161,T0071,zparrish,24,Female,sanchezamber@gmail.com,Course_161,Design,Advanced,4.57,Teacher_71,48,Female,Programming,21,3.99
TR01327,U00542,C0167,T0020,ericjones,32,Male,staceysullivan@outlook.com,Course_167,Data Science,Advanced,4.35,Teacher_20,46,Male,Design,23,3.4
TR01328,U01338,C0094,T0050,tina99,15,Male,martinleonard@gmail.com,Course_94,Business,Advanced,3.37,Teacher_50,50,Female,Programming,20,3.91
TR01329,U00998,C0174,T0095,brendarogers,18,Male,mckayandrea@gmail.com,Course_174,Business,Advanced,3.88,Teacher_95,25,Male,Marketing,23,3.86
TR01330,U01141,C0165,T0023,montoyabenjamin,17,Female,bellkaren@yahoo.com,Course_165,Marketing,Intermediate,3.69,Teacher_23,52,Male,Programming,25,3.79
TR01331,U02975,C0115,T0013,saramiller,22,Male,susancline@gmail.com,Course_115,Marketing,Advanced,3.82,Teacher_13,26,Female,Data Science,12,3.46
TR01332,U00868,C0188,T0081,brookelester,16,Female,jeannejones@yahoo.com,Course_188,Data Science,Advanced,4.1,Teacher_81,29,Female,Design,2,2.93
TR01333,U02067,C0031,T0004,kinglaurie,26,Female,abradford@hotmail.com,Course_31,Data Science,Intermediate,3.49,Teacher_4,45,Female,Design,25,3.4
TR01334,U00432,C0011,T0014,umiller,31,Male,petersendarren@gmail.com,Course_11,Marketing,Intermediate,5.0,Teacher_14,48,Female,Data Science,19,3.45
TR01335,U00740,C0087,T0020,lrodgers,34,Female,pamerickson@hotmail.com,Course_87,Business,Intermediate,3.82,Teacher_20,46,Male,Design,23,3.4
TR01336,U01374,C0121,T0013,derrick45,32,Female,torresmartha@yahoo.com,Course_121,Business,Beginner,4.09,Teacher_13,26,Female,Data Science,12,3.46
TR01337,U00183,C0130,T0003,christopherhall,33,Male,virginia17@outlook.com,Course_130,Marketing,Beginner,3.15,Teacher_3,32,Male,Design,7,3.72
TR01338,U02161,C0105,T0090,blewis,23,Female,michelle01@outlook.com,Course_105,Marketing,Intermediate,2.96,Teacher_90,48,Male,Marketing,29,3.92
TR01339,U01207,C0027,T0090,rachel72,30,Female,qsmith@hotmail.com,Course_27,Marketing,Intermediate,3.15,Teacher_90,48,Male,Marketing,29,3.92
TR01340,U02529,C0002,T0082,dunnamy,17,Female,carpentercourtney@outlook.com,Course_2,Design,Advanced,4.94,Teacher_82,52,Male,Marketing,22,3.8
TR01341,U01170,C0103,T0096,dwashington,27,Female,ycoffey@yahoo.com,Course_103,Programming,Intermediate,3.36,Teacher_96,59,Female,Marketing,3,2.85
TR01342,U00831,C0101,T0078,stephanie39,18,Male,henryanderson@yahoo.com,Course_101,Data Science,Beginner,3.22,Teacher_78,59,Male,Programming,26,3.94
TR01343,U01652,C0021,T0047,markharper,35,Male,lisajones@yahoo.com,Course_21,Marketing,Beginner,4.8,Teacher_47,28,Female,Data Science,4,3.07
TR01344,U01137,C0058,T0003,jacobkerr,28,Female,johngray@gmail.com,Course_58,Business,Beginner,3.73,Teacher_3,32,Male,Design,7,3.72
TR01345,U02811,C0133,T0001,john38,21,Male,allentaylor@yahoo.com,Course_133,Data Science,Intermediate,4.13,Teacher_1,53,Female,Business,28,3.86
TR01346,U00476,C0180,T0090,devin94,29,Female,jlutz@outlook.com,Course_180,Business,Intermediate,4.31,Teacher_90,48,Male,Marketing,29,3.92
TR01347,U02811,C0173,T0024,john38,21,Male,allentaylor@yahoo.com,Course_173,Business,Beginner,3.64,Teacher_24,40,Male,Design,26,4.04
TR01348,U01327,C0085,T0113,yrangel,23,Male,laurahorn@hotmail.com,Course_85,Marketing,Intermediate,4.36,Teacher_113,47,Male,Business,12,3.66
TR01349,U00971,C0093,T0035,xhicks,19,Female,ybaldwin@gmail.com,Course_93,Data Science,Beginner,4.16,Teacher_35,50,Female,Design,22,3.98
TR01350,U01020,C0020,T0014,vwhitehead,28,Male,shannonsparks@gmail.com,Course_20,Business,Beginner,4.67,Teacher_14,48,Female,Data Science,19,3.45
TR01351,U01142,C0061,T0067,monicastevenson,27,Male,donaldcollier@gmail.com,Course_61,Programming,Intermediate,3.64,Teacher_67,25,Male,Data Science,23,3.76
TR01352,U01837,C0038,T0013,ogutierrez,24,Female,omolina@yahoo.com,Course_38,Business,Advanced,4.83,Teacher_13,26,Female,Data Science,12,3.46
TR01353,U00161,C0148,T0047,lawrence17,25,Female,tstone@outlook.com,Course_148,Data Science,Advanced,3.32,Teacher_47,28,Female,Data Science,4,3.07
TR01354,U02449,C0025,T0050,sandraunderwood,32,Male,ymarquez@gmail.com,Course_25,Data Science,Intermediate,4.03,Teacher_50,50,Female,Programming,20,3.91
TR01355,U00198,C0130,T0078,brian71,30,Female,lewismargaret@hotmail.com,Course_130,Marketing,Beginner,3.15,Teacher_78,59,Male,Programming,26,3.94
TR01356,U01284,C0121,T0085,ashepherd,34,Female,susanmartin@gmail.com,Course_121,Business,Beginner,4.09,Teacher_85,32,Female,Design,8,3.05
TR01357,U00660,C0160,T0026,gardnerjohn,22,Male,harrisdavid@outlook.com,Course_160,Data Science,Intermediate,3.95,Teacher_26,27,Male,Marketing,22,3.55
TR01358,U01776,C0026,T0003,websterkaren,30,Female,robertclayton@hotmail.com,Course_26,Business,Advanced,4.55,Teacher_3,32,Male,Design,7,3.72
TR01359,U01071,C0198,T0051,stonecheryl,19,Female,lauramcneil@hotmail.com,Course_198,Programming,Advanced,3.74,Teacher_51,58,Male,Design,15,3.89
TR01360,U02011,C0169,T0040,lindsaysteele,27,Male,katherinehenson@outlook.com,Course_169,Data Science,Intermediate,4.32,Teacher_40,32,Male,Business,8,3.45
TR01361,U00399,C0067,T0068,xgraham,31,Female,hmiller@yahoo.com,Course_67,Programming,Beginner,4.62,Teacher_68,49,Male,Marketing,26,3.6
TR01362,U01734,C0001,T0036,oortega,29,Male,tommy76@yahoo.com,Course_1,Data Science,Advanced,4.21,Teacher_36,26,Male,Business,11,3.56
TR01363,U01583,C0051,T0051,daniel76,30,Female,zcross@outlook.com,Course_51,Business,Intermediate,5.0,Teacher_51,58,Male,Design,15,3.89
TR01364,U02126,C0005,T0107,pholland,22,Female,matthewmoyer@yahoo.com,Course_5,Programming,Advanced,3.11,Teacher_107,50,Male,Data Science,5,3.17
TR01365,U02172,C0013,T0001,fuentesmaxwell,34,Male,valerie27@yahoo.com,Course_13,Marketing,Intermediate,4.05,Teacher_1,53,Female,Business,28,3.86
TR01366,U00075,C0147,T0104,hfarley,22,Male,torresshawn@hotmail.com,Course_147,Data Science,Advanced,3.54,Teacher_104,33,Male,Data Science,29,3.97
TR01367,U02185,C0140,T0111,forbessherry,16,Male,rodgerscynthia@yahoo.com,Course_140,Data Science,Advanced,4.01,Teacher_111,28,Female,Programming,20,4.31
TR01368,U00602,C0048,T0033,chowell,25,Female,jessefisher@gmail.com,Course_48,Programming,Intermediate,4.56,Teacher_33,38,Male,Design,6,3.47
TR01369,U00837,C0153,T0007,summersbenjamin,28,Male,tina58@outlook.com,Course_153,Programming,Advanced,4.25,Teacher_7,35,Female,Data Science,20,4.1
TR01370,U01529,C0057,T0117,wgraves,19,Female,barbara11@gmail.com,Course_57,Data Science,Advanced,3.71,Teacher_117,56,Male,Business,16,3.28
TR01371,U00500,C0115,T0116,frederick07,16,Female,robert76@outlook.com,Course_115,Marketing,Advanced,3.82,Teacher_116,37,Female,Data Science,26,3.62
TR01372,U01597,C0035,T0052,sarahhopkins,21,Female,nguyendonna@yahoo.com,Course_35,Data Science,Advanced,3.36,Teacher_52,34,Female,Programming,3,3.11
TR01373,U00138,C0076,T0120,sarafuentes,26,Male,ugonzales@gmail.com,Course_76,Data Science,Advanced,4.64,Teacher_120,52,Female,Marketing,4,2.98
TR01374,U02098,C0094,T0011,grahamdouglas,25,Male,timothywoods@yahoo.com,Course_94,Business,Advanced,3.37,Teacher_11,27,Female,Programming,16,3.24
TR01375,U01795,C0005,T0027,wtorres,15,Female,jessica84@outlook.com,Course_5,Programming,Advanced,3.11,Teacher_27,31,Female,Business,26,3.8
TR01376,U00973,C0022,T0014,robertsnicolas,22,Male,mark15@yahoo.com,Course_22,Programming,Intermediate,3.74,Teacher_14,48,Female,Data Science,19,3.45
TR01377,U01643,C0103,T0086,moorejulia,25,Male,englishjustin@yahoo.com,Course_103,Programming,Intermediate,3.36,Teacher_86,36,Female,Programming,13,3.37
TR01378,U01886,C0185,T0080,achavez,17,Male,monica77@hotmail.com,Course_185,Data Science,Intermediate,3.96,Teacher_80,57,Female,Design,15,3.35
TR01379,U02302,C0175,T0046,adamsheather,30,Male,erica01@hotmail.com,Course_175,Business,Advanced,3.96,Teacher_46,30,Male,Data Science,7,3.17
TR01380,U02029,C0182,T0076,haynesscott,28,Male,jillian99@yahoo.com,Course_182,Programming,Advanced,4.54,Teacher_76,41,Female,Design,1,2.86
TR01381,U02758,C0131,T0113,susan35,25,Female,oglenn@outlook.com,Course_131,Data Science,Intermediate,4.51,Teacher_113,47,Male,Business,12,3.66
TR01382,U01901,C0124,T0110,nkim,23,Male,monique71@hotmail.com,Course_124,Design,Advanced,4.17,Teacher_110,56,Male,Programming,14,3.75
TR01383,U02611,C0053,T0010,uschmidt,17,Female,arianayoung@outlook.com,Course_53,Marketing,Intermediate,4.01,Teacher_10,48,Female,Design,14,3.47
TR01384,U02805,C0159,T0024,thomasrice,16,Male,grahammelissa@outlook.com,Course_159,Programming,Advanced,5.0,Teacher_24,40,Male,Design,26,4.04
TR01385,U01450,C0069,T0061,crystal02,16,Female,wesleyjohnson@gmail.com,Course_69,Data Science,Intermediate,3.83,Teacher_61,42,Female,Business,19,3.33
TR01386,U00547,C0104,T0110,loganthomas,19,Female,irowe@gmail.com,Course_104,Marketing,Intermediate,4.88,Teacher_110,56,Male,Programming,14,3.75
TR01387,U00922,C0161,T0018,rwilliams,31,Female,hball@outlook.com,Course_161,Design,Advanced,4.57,Teacher_18,57,Male,Programming,2,3.27
TR01388,U00581,C0200,T0086,rodriguezsamantha,32,Female,john72@hotmail.com,Course_200,Data Science,Advanced,3.77,Teacher_86,36,Female,Programming,13,3.37
TR01389,U01373,C0178,T0009,wongmichelle,24,Male,lopezrachel@hotmail.com,Course_178,Data Science,Intermediate,3.33,Teacher_9,48,Female,Business,8,3.62
TR01390,U01957,C0016,T0017,carl93,30,Male,stephaniedougherty@outlook.com,Course_16,Marketing,Beginner,4.11,Teacher_17,45,Female,Data Science,28,3.97
TR01391,U02004,C0116,T0102,zdavidson,27,Male,wgill@hotmail.com,Course_116,Data Science,Beginner,3.97,Teacher_102,38,Female,Data Science,22,3.61
TR01392,U02097,C0076,T0104,jeannecole,15,Female,jacksonaaron@outlook.com,Course_76,Data Science,Advanced,4.64,Teacher_104,33,Male,Data Science,29,3.97
TR01393,U02965,C0109,T0058,emma46,16,Male,pgonzales@yahoo.com,Course_109,Data Science,Intermediate,3.73,Teacher_58,47,Female,Programming,18,3.78
TR01394,U00704,C0039,T0013,veronica98,30,Male,john82@outlook.com,Course_39,Programming,Beginner,3.87,Teacher_13,26,Female,Data Science,12,3.46
TR01395,U02309,C0089,T0050,butlerjohn,23,Female,jimenezgina@hotmail.com,Course_89,Design,Advanced,3.46,Teacher_50,50,Female,Programming,20,3.91
TR01396,U02404,C0174,T0101,nmoreno,28,Male,dylan47@hotmail.com,Course_174,Business,Advanced,3.88,Teacher_101,50,Female,Data Science,5,3.37
TR01397,U01626,C0112,T0006,amythornton,26,Female,howardjennifer@yahoo.com,Course_112,Design,Beginner,4.55,Teacher_6,47,Male,Programming,13,3.47
TR01398,U00638,C0047,T0085,austin36,19,Female,moyerbrian@outlook.com,Course_47,Design,Beginner,4.92,Teacher_85,32,Female,Design,8,3.05
TR01399,U02791,C0172,T0051,williamsmonica,27,Male,gaustin@gmail.com,Course_172,Business,Beginner,3.21,Teacher_51,58,Male,Design,15,3.89
TR01400,U01010,C0137,T0036,staceybrown,35,Female,matthewlawrence@gmail.com,Course_137,Marketing,Beginner,3.08,Teacher_36,26,Male,Business,11,3.56
TR01401,U02979,C0128,T0071,dkim,26,Male,bbryant@hotmail.com,Course_128,Business,Intermediate,3.51,Teacher_71,48,Female,Programming,21,3.99
TR01402,U00641,C0178,T0100,nancy60,32,Male,kayleewashington@gmail.com,Course_178,Data Science,Intermediate,3.33,Teacher_100,29,Female,Programming,19,3.75
TR01403,U02840,C0077,T0025,johnsonbenjamin,29,Female,tkim@yahoo.com,Course_77,Design,Advanced,4.36,Teacher_25,39,Male,Marketing,29,4.05
TR01404,U02660,C0188,T0011,charles20,31,Female,emilyrose@outlook.com,Course_188,Data Science,Advanced,4.1,Teacher_11,27,Female,Programming,16,3.24
TR01405,U01862,C0015,T0044,daniel53,24,Male,uchaney@yahoo.com,Course_15,Marketing,Advanced,4.24,Teacher_44,28,Female,Marketing,12,3.22
TR01406,U02857,C0036,T0014,john46,35,Male,rnewman@hotmail.com,Course_36,Programming,Advanced,3.35,Teacher_14,48,Female,Data Science,19,3.45
TR01407,U01206,C0063,T0109,seancastaneda,15,Female,andrewtaylor@outlook.com,Course_63,Business,Advanced,3.87,Teacher_109,56,Female,Data Science,17,4.0
TR01408,U00686,C0069,T0029,kjohnson,35,Female,ojames@hotmail.com,Course_69,Data Science,Intermediate,3.83,Teacher_29,33,Female,Programming,22,3.56
TR01409,U01852,C0169,T0074,schwartzgregory,19,Female,jacobslindsey@gmail.com,Course_169,Data Science,Intermediate,4.32,Teacher_74,48,Male,Marketing,12,3.3
TR01410,U00188,C0074,T0050,robertsedward,18,Male,wschmidt@gmail.com,Course_74,Business,Advanced,4.88,Teacher_50,50,Female,Programming,20,3.91
TR01411,U01620,C0024,T0112,dtorres,19,Female,donovankatherine@gmail.com,Course_24,Data Science,Intermediate,3.94,Teacher_112,54,Female,Programming,5,2.94
TR01412,U01688,C0049,T0005,valeriegalvan,28,Female,millerzachary@gmail.com,Course_49,Marketing,Intermediate,3.87,Teacher_5,43,Male,Programming,4,3.0
TR01413,U00985,C0146,T0072,sara25,21,Male,sara90@hotmail.com,Course_146,Design,Beginner,3.3,Teacher_72,25,Female,Marketing,23,3.72
TR01414,U00548,C0007,T0110,vanessa32,32,Female,tinamiller@yahoo.com,Course_7,Business,Advanced,4.33,Teacher_110,56,Male,Programming,14,3.75
TR01415,U02773,C0004,T0069,edward26,26,Male,kristenhorton@outlook.com,Course_4,Marketing,Intermediate,3.38,Teacher_69,31,Male,Programming,5,3.19
TR01416,U02974,C0090,T0088,barnettkaitlyn,31,Female,kerritaylor@yahoo.com,Course_90,Data Science,Beginner,4.31,Teacher_88,57,Male,Marketing,1,3.48
TR01417,U01432,C0197,T0104,josephanderson,17,Female,kingjason@yahoo.com,Course_197,Business,Intermediate,4.47,Teacher_104,33,Male,Data Science,29,3.97
TR01418,U00876,C0060,T0057,steven86,27,Male,ghart@outlook.com,Course_60,Marketing,Intermediate,3.73,Teacher_57,38,Female,Business,13,3.46
TR01419,U00618,C0055,T0026,rlee,22,Male,palmerdawn@outlook.com,Course_55,Marketing,Advanced,4.1,Teacher_26,27,Male,Marketing,22,3.55
TR01420,U02462,C0016,T0006,martinezmegan,26,Male,omiller@yahoo.com,Course_16,Marketing,Beginner,4.11,Teacher_6,47,Male,Programming,13,3.47
TR01421,U01366,C0029,T0016,ltaylor,29,Female,iscott@outlook.com,Course_29,Programming,Intermediate,3.92,Teacher_16,26,Female,Design,15,3.38
TR01422,U01244,C0151,T0060,sanderscindy,30,Female,qpaul@yahoo.com,Course_151,Marketing,Beginner,3.53,Teacher_60,40,Male,Design,10,3.96
TR01423,U00903,C0014,T0100,rojasjames,29,Female,omoon@gmail.com,Course_14,Design,Advanced,4.36,Teacher_100,29,Female,Programming,19,3.75
